time,ax,ay,az,atotal
19.598,0.11,-0.04,0.03,0.12
19.608,0.12,-0.02,0.09,0.15
19.618,0.12,-0.01,0.09,0.15
19.628,0.14,0.00,0.09,0.17
19.638,0.17,-0.00,0.04,0.18
19.648,0.17,-0.02,-0.01,0.17
19.658,0.14,-0.04,-0.10,0.18
19.668,0.15,-0.06,-0.15,0.22
19.678,0.12,-0.05,-0.14,0.19
19.688,0.03,-0.04,-0.11,0.12
19.698,-0.12,-0.03,-0.01,0.12
19.708,-0.21,0.03,0.08,0.23
19.718,-0.31,0.11,0.13,0.36
19.728,-0.44,0.16,0.13,0.48
19.738,-0.46,0.22,0.03,0.51
19.748,-0.50,0.25,-0.03,0.56
19.758,-0.44,0.24,-0.09,0.51
19.768,-0.34,0.20,-0.12,0.42
19.778,-0.25,0.13,-0.14,0.31
19.788,-0.13,0.08,-0.13,0.20
19.798,-0.02,0.06,-0.08,0.11
19.808,0.11,0.08,-0.05,0.14
19.818,0.20,0.12,-0.01,0.24
19.828,0.26,0.13,0.03,0.29
19.838,0.26,0.11,0.09,0.30
19.848,0.26,0.08,0.10,0.29
19.858,0.28,0.00,0.05,0.29
19.868,0.22,-0.06,-0.02,0.23
19.878,0.11,-0.11,-0.08,0.18
19.888,0.02,-0.17,-0.09,0.19
19.898,-0.04,-0.18,-0.08,0.20
19.908,-0.06,-0.22,-0.08,0.24
19.918,-0.06,-0.23,-0.01,0.24
19.928,-0.05,-0.25,0.08,0.27
19.938,0.00,-0.24,0.13,0.27
19.948,0.04,-0.22,0.12,0.25
19.958,0.06,-0.21,0.07,0.23
19.968,0.10,-0.19,0.03,0.21
19.978,0.06,-0.14,-0.04,0.16
19.988,0.00,-0.11,-0.09,0.14
19.998,-0.04,-0.09,-0.10,0.14
20.008,-0.05,-0.08,-0.08,0.13
20.018,-0.02,-0.07,-0.06,0.09
20.028,-0.03,-0.04,-0.09,0.10
20.038,-0.02,-0.02,-0.07,0.08
20.048,-0.03,0.01,-0.05,0.06
20.058,-0.03,0.01,-0.05,0.06
20.068,-0.02,0.02,-0.06,0.07
20.078,0.01,0.02,-0.03,0.04
20.088,0.10,0.05,0.05,0.13
20.098,0.23,0.06,0.10,0.26
20.108,0.33,0.05,0.10,0.35
20.118,0.43,0.04,0.00,0.43
20.128,0.48,0.06,-0.13,0.50
20.138,0.44,0.11,-0.23,0.51
20.148,0.35,0.15,-0.17,0.41
20.158,0.18,0.21,-0.12,0.30
20.168,0.05,0.28,-0.06,0.29
20.178,-0.11,0.35,-0.04,0.37
20.188,-0.22,0.35,-0.02,0.41
20.198,-0.25,0.33,-0.02,0.41
20.208,-0.26,0.31,-0.06,0.41
20.218,-0.28,0.27,-0.13,0.41
20.228,-0.29,0.19,-0.10,0.36
20.238,-0.25,0.11,-0.11,0.29
20.248,-0.19,-0.00,-0.09,0.21
20.258,-0.15,-0.09,-0.03,0.18
20.268,-0.15,-0.18,0.04,0.24
20.278,-0.15,-0.27,0.04,0.32
20.288,-0.15,-0.34,0.14,0.40
20.298,-0.16,-0.30,0.23,0.41
20.308,-0.18,-0.23,0.16,0.33
20.318,-0.18,-0.15,0.01,0.23
20.328,-0.10,-0.07,-0.11,0.16
20.338,-0.06,-0.04,-0.13,0.15
20.348,-0.13,-0.05,-0.04,0.14
20.358,-0.18,-0.08,0.05,0.20
20.368,-0.22,-0.01,0.22,0.31
20.378,-0.23,0.17,0.31,0.43
20.389,-0.01,0.08,0.20,0.22
20.399,0.29,-0.19,0.01,0.35
20.409,0.49,-0.34,-0.11,0.61
20.419,0.59,-0.28,-0.70,0.95
20.429,0.58,-0.33,-1.12,1.30
20.439,0.66,-0.43,-0.25,0.83
20.449,0.21,-0.39,0.51,0.68
20.459,-0.25,-0.31,0.64,0.76
20.469,-0.39,-0.14,0.32,0.53
20.479,-0.30,0.21,-0.07,0.38
20.489,-0.01,0.72,-0.43,0.84
20.499,0.18,1.11,-0.65,1.30
20.509,0.09,1.12,-0.90,1.44
20.519,0.06,0.72,-0.14,0.74
20.529,0.34,0.28,0.70,0.82
20.539,0.44,-0.12,1.08,1.17
20.549,0.36,-0.46,1.03,1.19
20.559,0.14,-0.55,0.64,0.86
20.569,-0.29,-0.06,0.20,0.36
20.579,-0.61,0.42,-0.32,0.81
20.589,-0.59,0.49,-0.61,0.98
20.599,-0.36,0.25,-0.52,0.68
20.609,0.03,-0.15,-0.32,0.35
20.619,0.29,-0.26,-0.05,0.39
20.629,0.40,-0.32,0.15,0.53
20.639,0.42,-0.33,0.27,0.60
20.649,0.29,-0.21,0.31,0.47
20.659,0.17,-0.04,0.30,0.35
20.669,0.08,0.03,0.26,0.27
20.679,-0.09,0.07,0.10,0.15
20.689,-0.23,0.09,0.01,0.25
20.699,-0.26,0.02,-0.09,0.27
20.709,-0.20,-0.10,-0.10,0.25
20.719,-0.13,-0.08,-0.08,0.18
20.729,-0.12,-0.02,-0.03,0.13
20.739,0.00,-0.10,-0.05,0.11
20.749,0.16,-0.27,-0.13,0.34
20.759,0.34,-0.23,-0.00,0.41
20.769,0.42,-0.07,0.17,0.46
20.779,0.38,0.13,0.26,0.48
20.789,0.15,0.22,0.13,0.30
20.799,-0.12,0.27,-0.09,0.31
20.809,-0.34,0.28,-0.26,0.51
20.819,-0.46,0.33,-0.30,0.64
20.829,-0.46,0.33,-0.16,0.59
20.839,-0.31,0.27,-0.07,0.42
20.849,-0.11,0.14,-0.03,0.18
20.859,0.03,0.02,0.05,0.06
20.869,0.08,-0.07,0.09,0.14
20.879,0.04,-0.07,0.11,0.14
20.889,0.04,-0.03,0.13,0.14
20.899,0.10,-0.08,0.20,0.24
20.909,0.20,-0.13,0.18,0.30
20.919,0.22,-0.09,0.11,0.26
20.929,0.14,-0.04,0.03,0.15
20.939,0.08,-0.02,0.05,0.10
20.949,0.03,0.00,0.18,0.18
20.959,0.05,-0.03,0.24,0.25
20.969,0.07,-0.01,0.21,0.22
20.979,0.05,0.03,0.09,0.11
20.989,0.10,0.01,-0.02,0.10
20.999,0.16,-0.01,-0.09,0.18
21.009,0.11,-0.05,-0.06,0.14
21.019,0.11,-0.12,-0.06,0.18
21.029,0.09,-0.11,-0.04,0.15
21.039,0.03,-0.06,0.04,0.08
21.049,-0.03,0.03,0.03,0.05
21.059,-0.06,0.11,-0.07,0.14
21.069,-0.08,0.13,-0.08,0.17
21.079,-0.07,0.09,-0.05,0.12
21.089,-0.05,0.02,-0.04,0.07
21.099,-0.02,-0.04,0.05,0.07
21.109,-0.01,-0.13,0.12,0.18
21.119,0.02,-0.11,0.10,0.15
21.129,-0.01,-0.08,0.02,0.08
21.139,0.03,-0.02,-0.02,0.04
21.149,-0.03,0.07,-0.09,0.11
21.159,-0.10,0.11,-0.15,0.21
21.169,-0.16,0.10,-0.07,0.20
21.179,-0.15,0.04,0.01,0.16
21.189,-0.08,0.01,0.07,0.10
21.199,0.03,-0.00,0.07,0.08
21.209,0.03,-0.02,0.03,0.05
21.219,0.00,0.01,-0.03,0.03
21.229,-0.05,0.05,-0.06,0.09
21.239,-0.03,0.05,-0.07,0.09
21.249,-0.08,0.05,-0.01,0.09
21.259,-0.10,0.06,0.03,0.12
21.269,-0.06,0.04,0.21,0.23
21.279,-0.08,0.03,0.36,0.36
21.289,-0.11,-0.06,-0.00,0.13
21.299,-0.03,-0.09,-0.02,0.10
21.309,0.04,-0.02,-0.03,0.05
21.319,0.04,0.08,-0.03,0.09
21.329,0.08,0.09,-0.08,0.14
21.339,0.13,0.05,-0.17,0.22
21.349,0.16,0.02,-0.23,0.28
21.359,0.12,0.07,-0.19,0.24
21.369,0.15,-0.05,0.03,0.16
