time,ax,ay,az,atotal
12.881,-0.18,0.02,-0.10,0.21
12.891,-0.12,0.00,-0.05,0.13
12.901,-0.06,0.00,-0.00,0.06
12.911,-0.03,-0.01,0.02,0.04
12.921,-0.02,0.00,0.05,0.06
12.931,-0.07,-0.02,0.02,0.07
12.942,-0.11,-0.01,0.02,0.11
12.951,-0.17,-0.02,-0.03,0.17
12.961,-0.22,0.01,-0.05,0.23
12.971,-0.20,0.01,-0.05,0.21
12.981,-0.19,0.00,-0.08,0.20
12.991,-0.13,0.00,-0.04,0.13
13.001,-0.07,-0.01,-0.02,0.08
13.011,-0.04,0.00,-0.03,0.05
13.022,-0.04,0.00,-0.01,0.04
13.031,-0.05,0.01,0.05,0.07
13.042,-0.08,0.01,0.06,0.10
13.052,-0.10,0.03,0.02,0.11
13.062,-0.11,0.05,-0.02,0.12
13.071,-0.13,0.05,-0.03,0.14
13.082,-0.16,0.02,-0.02,0.16
13.092,-0.17,0.01,-0.02,0.17
13.102,-0.14,0.03,-0.03,0.14
13.112,-0.09,0.03,-0.07,0.12
13.122,-0.11,0.01,-0.08,0.14
13.131,-0.14,0.01,-0.06,0.15
13.142,-0.11,0.01,-0.07,0.14
13.152,-0.06,0.00,-0.03,0.07
13.162,-0.04,-0.01,0.02,0.05
13.172,-0.10,0.00,-0.01,0.10
13.182,-0.13,-0.01,0.00,0.13
13.192,-0.12,-0.01,0.01,0.12
13.202,-0.10,-0.00,-0.00,0.10
13.212,-0.13,-0.01,-0.02,0.13
13.222,-0.13,-0.02,-0.03,0.13
13.232,-0.12,-0.00,-0.02,0.12
13.242,-0.14,0.01,-0.04,0.15
13.252,-0.13,0.00,-0.05,0.14
13.262,-0.12,-0.02,-0.05,0.13
13.272,-0.11,-0.00,-0.04,0.11
13.282,-0.10,0.00,-0.02,0.11
13.292,-0.11,-0.01,-0.04,0.12
13.302,-0.11,-0.00,-0.02,0.11
13.312,-0.12,-0.02,0.01,0.12
13.322,-0.13,0.01,0.00,0.13
13.332,-0.09,0.02,-0.01,0.09
13.342,-0.07,-0.00,0.02,0.07
13.352,-0.04,0.01,0.04,0.06
13.362,-0.06,0.03,0.05,0.08
13.372,-0.12,0.03,0.02,0.12
13.382,-0.09,0.02,-0.04,0.11
13.392,-0.11,0.03,-0.17,0.21
13.402,-0.11,0.02,-0.16,0.19
13.412,-0.06,0.00,0.03,0.07
13.422,-0.08,0.01,0.01,0.08
13.432,-0.12,-0.00,-0.03,0.12
13.442,-0.16,0.00,0.03,0.16
13.452,-0.18,0.02,-0.03,0.18
13.462,-0.20,0.04,-0.09,0.22
13.472,-0.17,0.03,-0.06,0.18
13.482,-0.11,0.05,0.05,0.13
13.492,-0.08,0.06,0.03,0.10
13.502,-0.08,0.04,-0.03,0.09
13.512,-0.07,0.01,-0.06,0.09
13.522,-0.07,-0.04,0.03,0.09
13.532,-0.06,-0.03,0.06,0.09
13.542,-0.05,-0.00,0.03,0.05
13.552,-0.08,0.01,-0.02,0.08
13.562,-0.07,-0.01,-0.03,0.08
13.572,-0.08,0.01,-0.04,0.09
13.582,-0.13,0.03,-0.05,0.14
13.592,-0.15,0.02,-0.06,0.17
13.602,-0.19,0.03,-0.05,0.19
13.612,-0.14,0.02,-0.03,0.15
13.622,-0.10,-0.00,-0.05,0.11
13.632,-0.06,0.01,-0.02,0.06
13.642,-0.04,0.00,0.01,0.04
13.652,-0.04,-0.02,0.01,0.05
13.662,-0.08,-0.06,-0.04,0.10
13.672,-0.05,-0.04,0.01,0.07
13.682,-0.04,-0.01,0.10,0.11
13.692,-0.07,0.01,0.04,0.09
13.702,-0.10,0.02,-0.05,0.12
13.712,-0.11,0.03,-0.05,0.13
13.722,-0.10,0.04,-0.03,0.11
13.732,-0.10,0.07,-0.06,0.14
13.742,-0.12,0.07,-0.04,0.14
13.752,-0.11,0.06,-0.01,0.12
13.762,-0.10,0.06,0.02,0.12
13.772,-0.09,0.07,-0.02,0.12
13.782,-0.05,0.07,-0.09,0.12
13.792,-0.04,0.05,-0.11,0.13
13.802,-0.03,0.08,-0.11,0.14
13.812,-0.07,0.08,-0.07,0.12
13.822,-0.10,0.06,-0.04,0.12
13.832,-0.11,0.05,-0.07,0.14
13.842,-0.07,0.06,-0.06,0.11
13.852,-0.08,0.08,-0.02,0.11
13.862,-0.10,0.04,0.03,0.12
13.872,-0.16,-0.03,0.06,0.18
13.882,-0.15,-0.00,-0.01,0.15
13.892,-0.20,0.01,-0.04,0.20
13.902,-0.21,0.01,-0.07,0.22
13.912,-0.18,-0.03,-0.06,0.19
13.922,-0.18,-0.03,-0.01,0.18
13.932,-0.13,-0.04,-0.02,0.14
13.942,-0.06,-0.02,-0.02,0.06
13.952,-0.02,0.01,-0.02,0.03
13.962,-0.02,0.03,0.02,0.04
13.972,-0.02,0.04,0.02,0.05
13.982,-0.09,0.03,0.04,0.10
13.992,-0.15,0.03,0.10,0.19
14.002,-0.14,0.00,0.11,0.18
14.012,-0.11,-0.02,0.10,0.15
14.022,-0.10,-0.03,0.07,0.12
14.032,-0.10,-0.05,-0.01,0.12
14.042,-0.09,-0.06,-0.07,0.13
14.052,-0.07,-0.05,-0.07,0.11
14.062,-0.08,-0.06,-0.04,0.10
14.072,-0.09,-0.05,-0.01,0.10
14.082,-0.09,-0.04,-0.03,0.10
14.092,-0.09,-0.04,-0.02,0.10
14.102,-0.09,-0.02,-0.04,0.10
14.112,-0.13,-0.02,-0.05,0.14
14.122,-0.14,-0.01,-0.03,0.14
14.132,-0.14,-0.02,-0.02,0.14
14.142,-0.15,-0.00,0.01,0.15
14.152,-0.10,0.00,0.02,0.11
14.162,-0.07,0.03,0.04,0.09
14.172,-0.07,0.05,0.02,0.09
14.182,-0.10,0.05,0.00,0.12
14.192,-0.13,0.03,-0.01,0.13
14.202,-0.17,0.02,-0.04,0.17
14.212,-0.17,0.03,-0.03,0.17
14.222,-0.17,0.02,-0.03,0.17
14.232,-0.13,0.01,-0.07,0.15
14.242,-0.09,-0.02,-0.10,0.14
14.252,-0.09,-0.02,-0.09,0.13
14.262,-0.13,-0.02,-0.12,0.18
14.272,-0.15,-0.05,-0.14,0.21
14.282,-0.14,-0.06,-0.02,0.15
14.292,-0.15,-0.05,0.06,0.17
14.302,-0.19,-0.05,0.01,0.20
14.312,-0.25,-0.05,-0.04,0.26
14.322,-0.23,-0.05,-0.04,0.24
14.332,-0.23,-0.03,-0.13,0.26
14.342,-0.19,-0.01,-0.15,0.24
14.353,-0.11,-0.02,-0.02,0.12
14.362,-0.07,0.01,0.06,0.09
14.373,-0.07,0.01,-0.01,0.08
14.383,-0.11,-0.02,-0.07,0.14
14.393,-0.09,-0.04,-0.04,0.11
14.402,-0.07,-0.02,0.06,0.10
14.413,-0.07,-0.01,0.09,0.11
14.422,-0.06,-0.01,0.04,0.07
14.433,-0.05,0.00,-0.02,0.05
14.442,-0.10,-0.00,-0.03,0.10
14.453,-0.16,0.01,-0.07,0.17
14.463,-0.21,0.03,-0.11,0.24
14.473,-0.20,0.02,-0.13,0.24
14.483,-0.15,0.02,-0.09,0.17
14.493,-0.07,-0.00,-0.07,0.10
14.503,-0.02,-0.01,-0.04,0.05
14.513,0.01,0.01,-0.02,0.02
14.523,-0.02,0.00,-0.03,0.04
14.533,-0.04,0.00,-0.05,0.07
14.543,-0.10,0.00,0.01,0.10
14.553,-0.14,0.02,0.08,0.16
14.563,-0.13,0.01,0.03,0.14
14.573,-0.16,0.01,-0.07,0.17
14.583,-0.16,0.02,-0.08,0.18
14.593,-0.11,0.03,-0.08,0.14
14.603,-0.11,0.04,-0.07,0.14
14.613,-0.13,0.07,-0.08,0.17
14.623,-0.14,0.05,-0.05,0.16
14.633,-0.12,0.05,0.00,0.13
14.643,-0.10,0.04,0.02,0.11
14.653,-0.11,0.03,0.02,0.12
14.663,-0.08,0.03,0.01,0.09
14.673,-0.10,0.03,0.01,0.11
14.683,-0.11,0.02,0.03,0.12
14.693,-0.12,0.00,0.01,0.12
14.703,-0.13,0.01,-0.00,0.13
14.713,-0.12,0.01,-0.03,0.12
14.723,-0.12,0.01,-0.04,0.13
14.733,-0.09,-0.01,-0.03,0.09
14.743,-0.08,-0.01,-0.02,0.09
14.753,-0.10,-0.02,0.01,0.10
14.763,-0.10,-0.02,0.01,0.10
14.773,-0.10,-0.02,-0.01,0.11
14.783,-0.10,-0.01,-0.03,0.11
14.793,-0.11,-0.01,-0.03,0.11
14.803,-0.12,0.01,-0.04,0.13
14.813,-0.11,-0.00,-0.01,0.12
14.823,-0.10,0.01,-0.01,0.11
14.833,-0.09,0.00,-0.01,0.09
14.843,-0.08,0.00,-0.02,0.09
14.853,-0.10,-0.01,-0.03,0.10
14.863,-0.11,0.01,-0.04,0.12
14.873,-0.11,0.00,-0.05,0.12
14.883,-0.11,0.00,-0.06,0.12
14.893,-0.13,-0.02,-0.04,0.13
14.903,-0.15,-0.01,-0.03,0.15
14.913,-0.14,-0.03,-0.03,0.15
14.923,-0.14,-0.02,-0.04,0.14
14.933,-0.15,-0.03,-0.04,0.16
14.943,-0.15,-0.03,-0.04,0.16
14.953,-0.11,-0.00,-0.03,0.11
14.963,-0.06,0.01,-0.04,0.08
14.973,-0.06,0.03,-0.01,0.07
14.983,-0.08,0.02,0.01,0.08
14.993,-0.08,0.02,0.01,0.09
15.003,-0.11,0.02,0.04,0.11
15.013,-0.10,0.03,0.07,0.12
15.023,-0.09,-0.01,0.10,0.13
15.033,-0.12,-0.03,0.10,0.16
15.043,-0.12,-0.01,0.04,0.13
15.053,-0.14,-0.03,-0.03,0.15
15.063,-0.12,-0.04,-0.03,0.13
15.073,-0.11,-0.04,-0.08,0.14
15.083,-0.12,-0.05,-0.07,0.15
15.093,-0.11,-0.04,-0.02,0.12
15.103,-0.10,-0.01,-0.01,0.10
15.113,-0.08,-0.00,-0.01,0.08
15.123,-0.10,0.01,-0.04,0.11
15.133,-0.13,0.02,-0.08,0.15
15.143,-0.16,0.01,-0.11,0.20
15.153,-0.12,0.00,0.01,0.13
15.163,-0.08,0.01,0.03,0.09
15.173,-0.12,0.00,-0.07,0.14
15.183,-0.14,-0.00,-0.02,0.14
15.193,-0.13,-0.01,-0.03,0.13
15.203,-0.18,0.01,-0.13,0.22
15.213,-0.16,0.05,-0.20,0.26
15.223,-0.09,0.05,-0.13,0.17
15.233,-0.04,0.05,-0.02,0.07
15.243,-0.04,0.04,-0.02,0.06
15.253,-0.05,0.01,-0.06,0.08
15.263,-0.08,-0.02,-0.03,0.08
15.273,-0.06,-0.02,0.08,0.10
15.283,-0.06,0.01,0.13,0.14
15.293,-0.06,0.01,0.10,0.12
15.303,-0.09,0.04,0.05,0.11
15.313,-0.10,0.06,-0.01,0.12
15.323,-0.10,0.06,-0.07,0.14
15.333,-0.11,0.08,-0.06,0.15
15.343,-0.11,0.08,-0.05,0.14
15.353,-0.08,0.05,-0.01,0.10
15.363,-0.06,0.05,0.04,0.09
15.373,-0.08,0.03,0.03,0.09
15.383,-0.05,0.01,-0.02,0.06
15.393,-0.01,0.00,-0.03,0.03
15.403,-0.04,-0.01,-0.04,0.05
15.413,-0.06,-0.01,-0.05,0.08
15.423,-0.08,-0.01,0.02,0.08
15.433,-0.06,-0.00,0.03,0.07
15.443,-0.10,-0.01,-0.08,0.13
15.453,-0.12,0.02,-0.10,0.16
15.463,-0.10,0.03,-0.07,0.13
15.473,-0.10,0.03,-0.08,0.13
15.483,-0.10,0.05,-0.10,0.15
15.493,-0.13,0.02,-0.09,0.17
15.503,-0.14,0.00,-0.02,0.14
15.513,-0.16,-0.01,0.02,0.16
15.523,-0.15,-0.00,0.04,0.16
15.533,-0.15,-0.02,0.04,0.15
15.543,-0.15,-0.03,0.02,0.16
15.553,-0.13,-0.01,-0.00,0.14
15.563,-0.08,-0.01,-0.06,0.10
15.573,-0.07,0.01,-0.11,0.13
15.583,-0.05,0.02,-0.11,0.12
15.593,-0.06,-0.02,-0.09,0.11
15.603,-0.08,-0.02,-0.03,0.09
15.613,-0.10,-0.01,0.04,0.11
15.623,-0.12,-0.01,0.05,0.13
15.633,-0.12,-0.01,0.04,0.13
15.643,-0.10,-0.02,0.00,0.10
15.653,-0.09,-0.01,-0.01,0.10
15.663,-0.09,-0.03,0.01,0.10
15.673,-0.09,-0.04,0.05,0.11
15.683,-0.12,-0.05,0.07,0.15
15.693,-0.12,-0.02,0.05,0.13
15.703,-0.09,0.01,-0.03,0.09
15.714,-0.07,-0.00,-0.06,0.09
15.724,-0.05,-0.02,-0.08,0.10
15.734,-0.05,0.00,-0.07,0.08
15.743,-0.10,0.01,-0.02,0.10
15.753,-0.16,-0.00,0.01,0.16
15.763,-0.14,0.01,-0.02,0.14
15.774,-0.11,0.03,-0.04,0.12
15.783,-0.07,0.00,-0.02,0.07
15.793,-0.06,-0.01,0.02,0.07
15.803,-0.05,-0.01,0.03,0.06
15.814,-0.06,-0.02,0.02,0.06
15.823,-0.12,0.01,0.01,0.12
15.834,-0.20,0.02,0.01,0.20
15.843,-0.23,0.03,-0.05,0.23
15.853,-0.20,0.04,-0.11,0.23
15.864,-0.15,0.00,-0.09,0.18
15.874,-0.08,0.00,-0.06,0.10
15.883,-0.07,0.01,-0.02,0.07
15.894,-0.08,0.02,0.03,0.09
15.904,-0.08,0.02,0.06,0.10
15.914,-0.11,0.02,0.08,0.14
15.924,-0.12,0.01,0.05,0.13
15.934,-0.14,-0.00,-0.04,0.14
15.944,-0.11,0.02,-0.09,0.15
15.954,-0.10,0.02,-0.09,0.13
15.964,-0.11,0.02,-0.09,0.14
15.974,-0.13,0.04,-0.09,0.16
15.984,-0.16,0.04,-0.07,0.18
15.990,-0.19,0.01,-0.02,0.19
16.000,-0.14,0.00,0.03,0.15
16.010,-0.13,-0.02,-0.00,0.13
16.020,-0.07,-0.01,-0.01,0.08
16.030,-0.02,0.02,-0.01,0.03
16.040,-0.05,0.04,-0.07,0.09
16.050,-0.07,0.02,-0.10,0.12
16.060,-0.07,0.00,-0.00,0.07
16.070,-0.09,-0.01,0.06,0.11
16.080,-0.17,-0.04,0.03,0.18
16.090,-0.20,-0.05,0.03,0.20
16.100,-0.29,-0.00,-0.01,0.29
16.110,-0.30,0.02,-0.13,0.33
16.120,-0.20,0.04,-0.18,0.28
16.130,-0.12,0.05,-0.00,0.13
16.140,-0.07,0.03,0.16,0.18
16.150,-0.04,-0.01,0.11,0.11
16.160,-0.02,-0.06,-0.02,0.07
16.170,-0.05,-0.06,-0.05,0.10
16.180,-0.09,-0.05,-0.02,0.10
16.190,-0.08,-0.03,-0.04,0.09
16.200,-0.12,-0.04,-0.08,0.15
16.210,-0.14,-0.03,-0.15,0.21
16.220,-0.18,-0.03,-0.17,0.25
16.230,-0.19,-0.02,-0.16,0.25
16.240,-0.16,-0.01,-0.13,0.21
16.250,-0.13,-0.01,-0.06,0.15
16.260,-0.10,-0.03,-0.01,0.11
16.270,-0.09,-0.03,0.03,0.10
16.280,-0.05,-0.03,0.03,0.06
16.290,-0.06,0.02,0.01,0.06
16.300,-0.05,0.05,-0.01,0.07
16.310,-0.09,0.02,-0.09,0.13
16.320,-0.13,0.01,-0.05,0.14
16.330,-0.13,0.01,0.04,0.14
16.340,-0.15,-0.02,0.01,0.15
16.353,-0.14,-0.01,-0.08,0.16
16.363,-0.10,-0.01,-0.06,0.11
16.373,-0.13,0.01,-0.03,0.14
16.383,-0.16,0.10,-0.06,0.20
16.393,-0.06,-0.06,-0.02,0.08
16.403,-0.13,-0.11,0.05,0.17
16.413,-0.12,-0.02,0.06,0.13
16.423,-0.07,-0.04,0.03,0.08
16.433,-0.07,-0.08,-0.02,0.10
16.443,-0.04,-0.07,-0.04,0.09
16.453,-0.05,0.02,-0.02,0.06
16.463,-0.11,0.04,-0.05,0.13
16.473,-0.14,0.07,-0.05,0.16
16.483,-0.15,0.07,-0.03,0.17
16.493,-0.18,0.06,-0.02,0.19
16.503,-0.17,0.06,-0.05,0.19
16.513,-0.11,0.08,-0.02,0.14
16.523,-0.09,0.07,0.03,0.12
16.533,-0.06,0.06,0.01,0.08
16.543,-0.03,0.06,-0.02,0.07
16.553,-0.05,0.06,-0.04,0.09
16.563,-0.06,0.09,-0.06,0.12
16.573,-0.06,0.05,-0.05,0.09
16.583,-0.09,0.00,-0.02,0.09
16.593,-0.13,0.01,-0.00,0.13
16.603,-0.11,-0.02,-0.06,0.13
16.613,-0.15,-0.03,-0.06,0.16
16.623,-0.16,-0.01,-0.05,0.17
16.633,-0.12,0.01,-0.04,0.13
16.643,-0.08,0.02,-0.02,0.09
16.653,-0.08,-0.01,0.00,0.08
16.663,-0.12,-0.01,0.00,0.12
16.673,-0.16,0.03,-0.04,0.17
16.683,-0.16,0.03,-0.07,0.17
16.693,-0.13,-0.01,-0.03,0.13
16.703,-0.13,-0.00,-0.01,0.13
16.713,-0.11,0.01,-0.03,0.11
16.723,-0.11,0.01,-0.03,0.11
16.733,-0.15,-0.00,-0.03,0.15
16.743,-0.14,0.02,-0.01,0.14
16.753,-0.09,-0.00,-0.02,0.09
16.763,-0.08,-0.01,0.01,0.08
16.773,-0.03,-0.00,0.02,0.04
16.783,-0.03,-0.01,0.02,0.04
16.793,-0.05,-0.00,0.02,0.05
16.803,-0.07,-0.01,-0.02,0.07
16.813,-0.10,0.00,-0.02,0.11
16.823,-0.14,-0.00,-0.03,0.14
16.833,-0.16,0.02,-0.03,0.17
16.843,-0.14,0.02,-0.05,0.15
16.853,-0.13,0.03,-0.05,0.14
16.863,-0.10,0.02,-0.02,0.10
16.873,-0.06,0.02,-0.01,0.07
16.883,-0.05,0.01,-0.04,0.06
16.893,-0.09,0.01,-0.16,0.18
16.903,-0.10,-0.00,-0.10,0.14
16.913,-0.09,-0.00,0.10,0.13
16.923,-0.14,-0.02,0.05,0.15
16.933,-0.17,-0.03,0.01,0.17
16.943,-0.17,-0.01,0.01,0.17
16.953,-0.20,0.00,-0.10,0.22
16.963,-0.18,0.01,-0.21,0.28
16.973,-0.12,0.01,-0.17,0.21
16.983,-0.07,0.01,-0.01,0.07
16.993,-0.07,0.02,0.04,0.09
17.003,-0.11,-0.01,0.00,0.11
17.013,-0.12,-0.04,-0.01,0.13
17.023,-0.14,-0.07,0.07,0.17
17.033,-0.11,-0.05,0.09,0.15
17.043,-0.06,-0.02,0.03,0.07
17.053,-0.03,-0.00,-0.00,0.03
17.063,-0.02,0.03,-0.03,0.05
17.073,-0.05,0.05,-0.02,0.07
17.083,-0.09,0.07,-0.01,0.12
17.093,-0.15,0.07,0.04,0.17
17.103,-0.16,0.05,0.06,0.18
17.113,-0.14,0.04,0.05,0.16
17.123,-0.09,0.04,0.03,0.10
17.133,-0.03,0.03,0.01,0.04
17.143,0.01,0.00,-0.01,0.02
17.153,0.02,0.01,-0.02,0.03
17.163,0.02,-0.00,-0.06,0.06
17.173,0.04,0.04,0.02,0.05
17.183,0.01,0.04,0.10,0.11
17.193,-0.08,0.03,0.04,0.09
17.203,-0.14,0.02,-0.09,0.17
17.213,-0.13,0.03,-0.14,0.19
17.223,-0.12,0.04,-0.14,0.19
17.233,-0.16,0.04,-0.16,0.23
17.243,-0.16,0.03,-0.15,0.22
17.253,-0.21,0.03,-0.09,0.23
17.263,-0.22,0.02,-0.04,0.22
17.273,-0.17,0.02,-0.05,0.18
17.283,-0.18,0.02,-0.06,0.19
17.293,-0.18,0.06,-0.09,0.21
17.303,-0.12,0.04,-0.09,0.16
17.313,-0.07,0.00,-0.06,0.10
17.323,-0.04,0.02,-0.05,0.07
17.333,-0.03,0.05,-0.04,0.07
17.343,-0.07,0.02,-0.02,0.07
17.353,-0.13,-0.02,0.01,0.13
17.363,-0.13,0.01,0.00,0.13
17.373,-0.12,0.02,-0.04,0.13
17.383,-0.09,0.01,-0.02,0.10
17.393,-0.09,-0.02,-0.00,0.10
17.403,-0.11,-0.05,-0.01,0.12
17.413,-0.09,-0.07,0.01,0.11
17.423,-0.08,-0.05,0.02,0.10
17.433,-0.08,-0.06,0.00,0.10
17.443,-0.12,-0.06,-0.02,0.14
17.453,-0.13,-0.06,-0.02,0.15
17.463,-0.12,-0.03,-0.01,0.12
17.473,-0.10,-0.02,-0.03,0.11
17.483,-0.11,-0.01,-0.05,0.12
17.493,-0.10,-0.01,-0.03,0.10
17.503,-0.10,-0.01,0.02,0.10
17.514,-0.10,0.00,0.04,0.10
17.523,-0.10,-0.01,0.01,0.10
17.534,-0.13,-0.04,0.00,0.13
17.544,-0.15,-0.06,0.00,0.16
17.553,-0.16,-0.04,-0.02,0.17
17.563,-0.15,-0.03,-0.05,0.16
17.573,-0.11,-0.02,-0.04,0.12
17.583,-0.11,0.01,-0.01,0.11
17.593,-0.10,0.01,0.06,0.12
17.603,-0.10,0.00,0.07,0.12
17.613,-0.10,0.03,0.02,0.11
17.623,-0.12,0.01,-0.00,0.12
17.633,-0.11,0.03,-0.00,0.11
17.644,-0.11,0.02,-0.02,0.11
17.653,-0.10,0.02,-0.00,0.11
17.664,-0.07,-0.01,0.01,0.07
17.674,-0.09,0.01,-0.00,0.09
17.684,-0.11,-0.01,-0.05,0.12
17.694,-0.09,-0.02,-0.09,0.13
17.703,-0.09,0.01,-0.07,0.12
17.713,-0.11,0.03,-0.04,0.12
17.724,-0.10,0.03,-0.01,0.11
17.734,-0.09,0.04,-0.01,0.10
17.744,-0.08,0.04,-0.01,0.09
17.754,-0.10,0.04,-0.03,0.12
17.764,-0.14,0.06,-0.08,0.18
17.774,-0.12,0.07,-0.07,0.16
17.784,-0.08,0.05,0.05,0.11
17.794,-0.09,0.05,0.06,0.12
17.804,-0.15,0.04,0.00,0.16
17.814,-0.14,-0.00,0.02,0.15
17.824,-0.13,-0.01,-0.03,0.14
17.834,-0.13,0.01,-0.12,0.17
17.844,-0.10,0.03,-0.16,0.19
17.854,-0.08,0.04,-0.11,0.14
17.864,-0.07,0.07,-0.02,0.10
17.874,-0.11,0.05,0.03,0.13
17.884,-0.13,-0.01,0.01,0.13
17.894,-0.10,-0.04,0.06,0.12
17.904,-0.07,-0.03,0.08,0.11
17.914,-0.05,0.00,0.05,0.07
17.924,-0.07,0.01,0.01,0.07
17.934,-0.11,-0.01,-0.07,0.13
17.944,-0.13,0.01,-0.15,0.19
17.954,-0.14,0.03,-0.17,0.22
17.964,-0.18,0.05,-0.16,0.24
17.974,-0.19,0.03,-0.08,0.21
17.984,-0.14,-0.02,0.03,0.15
17.994,-0.09,-0.04,0.13,0.17
18.004,-0.01,-0.05,0.21,0.22
18.014,0.06,-0.12,0.22,0.26
18.024,0.11,-0.09,0.12,0.19
18.034,0.03,-0.03,0.03,0.05
18.044,-0.05,-0.02,-0.04,0.07
18.054,-0.10,-0.09,-0.07,0.15
18.064,-0.15,-0.09,-0.07,0.19
18.074,-0.13,-0.01,-0.11,0.17
18.084,-0.13,0.03,-0.16,0.21
18.094,-0.16,0.04,-0.18,0.25
18.104,-0.16,0.01,-0.11,0.20
18.114,-0.17,-0.00,-0.02,0.17
18.124,-0.21,-0.01,0.03,0.21
18.134,-0.23,-0.01,0.04,0.23
18.144,-0.18,0.01,0.02,0.18
18.154,-0.14,0.02,-0.01,0.14
18.164,-0.09,0.06,-0.07,0.13
18.174,-0.05,0.06,-0.10,0.13
18.184,-0.05,0.05,-0.09,0.11
18.194,-0.11,0.05,-0.07,0.13
18.204,-0.14,0.04,-0.07,0.16
18.214,-0.14,0.05,-0.09,0.17
18.224,-0.17,0.03,-0.09,0.20
18.234,-0.14,0.01,-0.07,0.15
18.244,-0.09,0.02,-0.06,0.11
18.254,-0.11,0.02,-0.02,0.11
18.264,-0.12,0.02,-0.03,0.13
18.274,-0.12,0.03,-0.03,0.13
18.284,-0.12,0.03,-0.04,0.13
18.294,-0.12,0.04,-0.05,0.14
18.304,-0.13,0.05,-0.04,0.15
18.314,-0.13,0.01,0.01,0.13
18.324,-0.10,-0.02,0.02,0.10
18.334,-0.08,-0.01,0.04,0.08
18.344,-0.08,-0.01,0.03,0.08
18.354,-0.09,0.03,0.01,0.10
18.364,-0.11,0.04,0.04,0.12
18.374,-0.10,0.03,0.08,0.13
18.384,-0.14,0.03,0.13,0.20
18.394,-0.15,0.02,0.18,0.23
18.404,-0.09,0.02,0.13,0.16
18.414,-0.04,0.02,0.06,0.07
18.424,-0.05,-0.01,0.01,0.06
18.434,-0.11,-0.03,-0.04,0.12
18.444,-0.15,-0.04,-0.04,0.16
18.454,-0.20,-0.02,-0.04,0.20
18.464,-0.24,-0.03,-0.06,0.25
18.474,-0.22,-0.04,-0.07,0.23
18.484,-0.15,-0.02,-0.00,0.15
18.494,-0.07,-0.03,0.08,0.11
18.504,-0.02,-0.01,0.13,0.13
18.514,-0.05,0.00,0.09,0.10
18.524,-0.08,0.01,-0.01,0.08
18.534,-0.11,0.02,-0.06,0.13
18.544,-0.15,0.02,-0.04,0.15
18.554,-0.13,0.03,0.01,0.14
18.564,-0.14,0.03,-0.00,0.14
18.574,-0.14,0.02,-0.01,0.14
18.584,-0.13,0.04,-0.05,0.14
18.594,-0.15,0.05,-0.07,0.18
18.604,-0.17,0.01,-0.12,0.20
18.614,-0.16,0.00,-0.11,0.19
18.624,-0.15,0.01,-0.06,0.17
18.634,-0.15,-0.02,-0.01,0.15
18.644,-0.11,-0.03,0.02,0.12
18.654,-0.11,-0.02,0.00,0.11
18.664,-0.12,-0.01,-0.07,0.13
18.674,-0.17,0.02,-0.13,0.22
18.684,-0.17,0.04,-0.10,0.20
18.694,-0.15,0.03,-0.01,0.15
18.704,-0.13,0.01,0.04,0.14
18.714,-0.14,0.04,0.01,0.15
18.724,-0.15,0.05,-0.00,0.16
18.734,-0.11,0.02,0.03,0.12
18.744,-0.07,0.01,0.02,0.07
18.754,-0.01,0.06,0.06,0.09
18.764,0.00,0.04,0.02,0.04
18.774,-0.04,-0.02,-0.14,0.15
18.784,-0.08,0.06,-0.11,0.15
18.794,-0.19,0.10,-0.08,0.22
18.804,-0.14,0.13,-0.05,0.20
18.814,-0.14,0.11,0.00,0.18
18.824,-0.11,0.06,0.01,0.12
18.834,-0.08,0.02,0.02,0.08
18.844,-0.04,-0.02,0.02,0.05
18.854,0.02,-0.07,-0.00,0.08
18.864,0.01,-0.07,-0.06,0.10
18.874,-0.01,-0.10,-0.06,0.12
18.885,-0.05,-0.13,0.03,0.14
18.894,-0.18,-0.10,0.10,0.23
18.904,-0.22,-0.10,-0.01,0.24
18.914,-0.22,-0.10,-0.09,0.26
18.925,-0.18,-0.09,-0.06,0.21
18.934,-0.12,-0.07,-0.01,0.14
18.944,-0.10,-0.03,0.01,0.10
18.954,-0.09,-0.03,0.02,0.10
18.964,-0.11,-0.05,0.03,0.12
18.974,-0.09,-0.05,0.02,0.10
18.984,-0.07,-0.04,-0.01,0.08
18.994,-0.05,-0.03,-0.03,0.07
19.004,-0.08,-0.05,-0.02,0.09
19.014,-0.11,-0.05,0.01,0.12
19.025,-0.13,-0.05,-0.00,0.14
19.034,-0.10,-0.05,-0.02,0.11
19.044,-0.10,-0.04,-0.04,0.11
19.054,-0.10,-0.04,-0.05,0.12
19.065,-0.13,-0.04,-0.04,0.15
19.074,-0.16,-0.03,-0.05,0.17
19.084,-0.14,-0.01,-0.07,0.16
19.094,-0.12,0.01,-0.06,0.14
19.105,-0.11,0.04,-0.07,0.13
19.114,-0.10,0.03,-0.04,0.11
19.124,-0.09,0.06,-0.00,0.11
19.134,-0.08,0.04,-0.01,0.09
19.145,-0.09,0.04,0.02,0.10
19.154,-0.07,0.05,-0.00,0.08
19.165,-0.09,0.09,-0.03,0.13
19.174,-0.11,0.06,-0.05,0.14
19.185,-0.11,0.08,-0.09,0.16
19.194,-0.11,0.10,-0.08,0.16
19.205,-0.10,0.08,-0.05,0.14
